id,ticker,underlying,description,exchange_group,exchange,expiry_posix_datetime,min_order_size,tick_size,tradeable_tick_size,currency,tt_symbol_id
230,NGF26,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0AB00NGZ
231,NGF27,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0AC00NGZ
232,NGG5,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0BA00NGZ
233,NGG26,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0BB00NGZ
234,NGG27,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0BC00NGZ
235,NGH5,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0CA00NGZ
236,NGH26,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0CB00NGZ
237,NGH27,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0CC00NGZ
238,NGJ5,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0DA00NGZ
239,NGJ26,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0DB00NGZ
240,NGJ27,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0DC00NGZ
241,NGK25,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0EA00NGZ
242,NGK26,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0EB00NGZ
243,NGK27,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0EC00NGZ
244,NGM25,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0FA00NGZ
245,NGM26,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0FB00NGZ
246,NGM27,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0FC00NGZ
247,NGN25,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0GA00NGZ
248,NGN26,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0GB00NGZ
249,NGN27,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0GC00NGZ
250,NGQ25,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0HA00NGZ
251,NGQ26,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0HB00NGZ
252,NGQ27,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0HC00NGZ
253,NGU25,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0IA00NGZ
254,NGU26,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0IB00NGZ
255,NGU27,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0IC00NGZ
256,NGV25,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0JA00NGZ
257,NGV26,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0JB00NGZ
258,NGV27,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0JC00NGZ
259,NGX25,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0KA00NGZ
260,NGX26,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0KB00NGZ
261,NGX27,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0KC00NGZ
262,NGZ25,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0LA00NGZ
263,NGZ26,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0LB00NGZ
264,NGZ27,NG,NATURAL GAS HENRY HUB FUTURE,CME,NYMEX,,1,1,1,USD,01A0LC00NGZ
